Name,Job_Role,Experience_Numeric_Weight,Technical_Skill_Proficiency,P1_Big5_Openness,P1_Big5_Conscientiousness,P1_Big5_Extraversion,P1_Big5_Agreeableness,P1_Big5_Neuroticism,P1_Dark_Machiavellianism,P1_Dark_Narcissism,P1_Dark_Psychopathy,P2_Behavior_Self_Efficacy,P2_Behavior_Self_Monitoring,P2_Behavior_Proactivity,P2_Behavior_Action_Orient,P2_Behavior_Psych_Capital,P3_Attitude_Utilitarian,P3_Attitude_Value_Express,P3_Attitude_Ego_Defensive,P3_Attitude_Knowledge,P4_Emotion_Pos_High_Act,P4_Emotion_Prosocial_Aff,P4_Emotion_Neg_High_Act,P4_Emotion_Neg_Low_Act,P4_Emotion_Threat_Apprehend,P5_Comm_Instrumental,P5_Comm_Expressive,P5_Comm_Controlled,P6_EI_Self_Control,P6_EI_Conflict_Management,P6_EI_Empathy_Resolution,P6_EI_Isolated_Focus,P7_Value_Openness_Change,P7_Value_Conservation,P7_Value_Social_Focus,P7_Value_Personal_Focus,P8_Interdep_Positive,P8_Interdep_Negative,P8_Interdep_No,Cluster_ID,PCA_X,PCA_Y
Connie Mathis,Data Scientist,0.0,0.75,0.86,0.85,0.46,0.18,0.19,0.35,0.41,0.38,0.78,0.42,0.44,0.94,0.43,0.75,0.3,0.48,0.69,0.61,0.47,0.61,0.41,0.46,0.68,0.26,0.77,0.42,0.24,0.54,0.83,0.61,0.49,0.25,0.77,0.47,0.01,0.99,1,3.979930830423572,-1.2620287914354176
Jennifer Ward,Data Scientist,0.0,0.75,0.99,0.91,0.17,0.58,0.01,0.35,0.4,0.39,0.6,0.41,0.36,0.74,0.47,0.64,0.3,0.5,0.98,0.46,0.46,0.13,0.41,0.39,0.99,0.13,0.97,0.8,0.49,0.71,0.91,0.76,0.59,0.53,0.91,0.31,0.1,0.82,1,3.1571637379382613,-3.718283568542754
Thomas Garcia,Financial Analyst,0.5,0.85,0.84,0.85,0.82,0.45,0.31,0.59,0.67,0.31,0.88,0.62,0.82,0.7,0.71,0.85,0.49,0.25,0.51,0.63,0.52,0.31,0.51,0.21,0.89,0.9,0.47,0.92,0.74,0.83,0.61,0.91,0.46,0.74,0.58,0.71,0.56,0.63,0,-0.5463675064866036,1.7118674916743073
Larry Caldwell,Software Engineer,1.0,0.96,0.78,0.63,0.89,0.62,0.38,0.5,0.85,0.46,0.88,0.84,0.7,0.86,0.99,0.62,0.52,0.25,0.54,0.73,0.49,0.19,0.25,0.39,0.56,0.98,0.58,0.75,0.6,0.73,0.24,0.98,0.38,0.73,0.57,0.57,0.49,0.26,0,-2.0359818568766928,3.005128501266298
Phyllis Hoffman,Data Scientist,0.0,0.73,0.37,0.74,0.86,0.93,0.36,0.31,0.16,0.37,0.58,0.74,0.5,0.67,0.72,0.41,0.56,0.42,0.7,0.66,0.78,0.35,0.19,0.32,0.62,0.63,0.66,0.8,0.84,0.77,0.48,0.56,0.28,0.95,0.17,0.95,0.4,0.39,3,-2.998336894515025,0.07068102514273182
Christina House,Data Scientist,1.0,0.92,0.66,0.81,0.99,0.99,0.29,0.36,0.32,0.15,0.6,0.98,0.43,0.83,0.87,0.19,0.81,0.01,0.69,0.83,0.76,0.27,0.59,0.22,0.29,0.97,0.89,0.75,0.99,0.99,0.19,0.58,0.73,0.99,0.43,0.72,0.5,0.22,3,-4.964877642632379,-0.48830783093595514
Audrey Shannon,Data Scientist,1.0,0.98,0.93,0.9,0.98,0.62,0.2,0.91,0.43,0.25,0.6,0.78,0.87,0.91,0.49,0.82,0.53,0.33,0.84,0.89,0.6,0.52,0.31,0.2,0.68,0.78,0.37,0.75,0.74,0.61,0.58,0.83,0.32,0.58,0.8,0.75,0.3,0.37,0,-0.8245554064019717,2.3987063110650286
Kristin Patel,Data Scientist,0.0,0.71,0.57,0.42,0.63,0.81,0.21,0.16,0.29,0.22,0.78,0.65,0.37,0.44,0.73,0.35,0.63,0.06,0.53,0.73,0.94,0.17,0.24,0.16,0.45,0.62,0.69,0.48,0.8,0.9,0.33,0.99,0.6,0.7,0.34,0.58,0.19,0.18,3,-3.590642497706475,-0.5329362197986285
Todd Thomas,Data Scientist,0.5,0.86,0.42,0.3,0.78,0.99,0.42,0.3,0.24,0.27,0.83,0.77,0.37,0.53,0.99,0.39,0.25,0.03,0.54,0.86,0.81,0.41,0.22,0.01,0.38,0.8,0.64,0.56,0.8,0.99,0.12,0.75,0.24,0.98,0.22,0.91,0.01,0.34,3,-4.796745221454266,0.7180339219544742
Jessica Ford,Marketing Manager,0.0,0.72,0.51,0.57,0.62,0.98,0.08,0.23,0.48,0.07,0.54,0.72,0.73,0.63,0.72,0.47,0.58,0.35,0.66,0.65,0.72,0.12,0.38,0.48,0.35,0.82,0.29,0.66,0.85,0.71,0.16,0.55,0.59,0.82,0.01,0.53,0.11,0.37,3,-3.588697624626095,0.01712631331364462
Sandra Macdonald,Data Scientist,0.5,0.86,0.99,0.64,0.48,0.45,0.31,0.18,0.71,0.28,0.75,0.53,0.4,0.7,0.61,0.62,0.63,0.37,0.62,0.45,0.49,0.22,0.33,0.32,0.98,0.23,0.96,0.56,0.5,0.38,0.96,0.53,0.71,0.37,0.65,0.38,0.53,0.87,1,2.8464166877086385,-1.5643738571120245
Travis Clark,Data Scientist,0.5,0.89,0.57,0.64,0.71,0.89,0.23,0.23,0.54,0.3,0.78,0.68,0.42,0.74,0.93,0.62,0.66,0.22,0.35,0.64,0.99,0.18,0.4,0.27,0.5,0.58,0.61,0.3,0.82,0.61,0.48,0.77,0.62,0.99,0.21,0.99,0.34,0.26,3,-3.1503166942950993,0.4108517166303199
Mrs. Carla Davis,Data Scientist,0.5,0.82,0.81,0.79,0.68,0.69,0.27,0.38,0.47,0.02,0.88,0.96,0.84,0.52,0.87,0.41,0.47,0.31,0.72,0.7,0.51,0.51,0.38,0.44,0.99,0.87,0.47,0.73,0.77,0.68,0.43,0.71,0.2,0.64,0.77,0.6,0.46,0.71,0,-1.1377869694430869,1.43446316033122
Bobby Edwards,HR Executive,1.0,0.91,0.64,0.46,0.75,0.83,0.01,0.07,0.24,0.43,0.73,0.55,0.62,0.37,0.96,0.33,0.74,0.45,0.41,0.49,0.76,0.41,0.07,0.01,0.38,0.83,0.78,0.68,0.79,0.99,0.02,0.59,0.58,0.92,0.27,0.86,0.01,0.2,3,-4.935031513743013,0.07521408965524201
Kevin White,Financial Analyst,1.0,0.88,0.62,0.66,0.96,0.92,0.23,0.09,0.34,0.01,0.68,0.82,0.52,0.51,0.47,0.57,0.81,0.31,0.37,0.91,0.78,0.21,0.14,0.03,0.62,0.94,0.58,0.65,0.79,0.8,0.12,0.61,0.57,0.99,0.35,0.61,0.25,0.26,3,-4.4369560757003335,0.597487247082177
Alexander Perez,Data Scientist,0.0,0.79,0.58,0.6,0.41,0.56,0.63,0.99,0.64,0.92,0.77,0.73,0.64,0.46,0.58,0.82,0.05,0.63,0.47,0.5,0.24,0.93,0.21,0.57,0.48,0.56,0.39,0.41,0.22,0.49,0.76,0.64,0.43,0.34,0.74,0.43,0.99,0.66,2,5.120421959876585,4.815476015658894
Jack Moore,Data Scientist,1.0,0.92,0.82,0.68,0.19,0.35,0.06,0.54,0.3,0.2,0.97,0.33,0.37,0.67,0.43,0.75,0.39,0.32,0.76,0.48,0.46,0.27,0.4,0.39,0.77,0.3,0.65,0.8,0.46,0.37,0.9,0.69,0.34,0.4,0.6,0.54,0.26,0.97,1,2.9496452653753065,-2.1081202647745947
Janet Martin,Data Scientist,1.0,0.89,0.74,0.76,0.36,0.57,0.29,0.24,0.33,0.12,0.88,0.34,0.06,0.64,0.44,0.46,0.26,0.42,0.99,0.55,0.36,0.42,0.38,0.3,0.63,0.04,0.69,0.67,0.44,0.39,0.71,0.79,0.4,0.47,0.6,0.29,0.08,0.77,1,2.6598851769549854,-2.861546825034181
Nicole Garcia,Data Scientist,0.5,0.81,0.83,0.99,0.24,0.68,0.47,0.25,0.56,0.08,0.69,0.37,0.59,0.87,0.76,0.73,0.41,0.13,0.65,0.76,0.17,0.23,0.62,0.43,0.94,0.38,0.97,0.69,0.55,0.34,0.94,0.64,0.53,0.48,0.89,0.65,0.54,0.99,1,2.946086503565579,-2.4151517133071043
Carlos Campbell,Data Scientist,1.0,0.97,0.5,0.77,0.19,0.61,0.24,0.46,0.56,0.35,0.79,0.25,0.37,0.89,0.72,0.69,0.39,0.1,0.69,0.79,0.26,0.38,0.6,0.21,0.83,0.44,0.75,0.99,0.2,0.61,0.82,0.82,0.67,0.24,0.78,0.12,0.39,0.89,1,3.0026035028501634,-2.1833190456261837
Kendra Peterson,Data Scientist,0.0,0.73,0.99,0.87,0.83,0.59,0.45,0.28,0.78,0.56,0.99,0.51,0.55,0.91,0.64,0.69,0.88,0.25,0.64,0.89,0.36,0.29,0.25,0.2,0.79,0.99,0.51,0.47,0.91,0.36,0.19,0.76,0.31,0.56,0.75,0.74,0.56,0.41,0,-0.740931631885279,2.737563300334433
Michael Johnston,Data Scientist,1.0,0.96,0.74,0.55,0.42,0.14,0.85,0.66,0.58,0.82,0.7,0.51,0.63,0.35,0.57,0.96,0.43,0.85,0.76,0.45,0.07,0.82,0.81,0.4,0.7,0.51,0.39,0.2,0.52,0.65,0.63,0.41,0.22,0.29,0.99,0.37,0.8,0.41,2,5.842465194691551,4.41232438042828
Dustin Smith,Data Scientist,1.0,0.96,0.62,0.69,0.43,0.54,0.45,0.54,0.23,0.45,0.67,0.72,0.59,0.56,0.3,0.82,0.39,0.38,0.96,0.65,0.63,0.17,0.66,0.31,0.46,0.12,0.78,0.5,0.44,0.5,0.82,0.63,0.41,0.35,0.44,0.3,0.16,0.81,1,2.664673169926816,-1.317616179996228
Juan Jones,Data Scientist,0.5,0.83,0.58,0.5,0.74,0.84,0.27,0.48,0.66,0.32,0.84,0.52,0.99,0.99,0.5,0.5,0.61,0.21,0.78,0.74,0.87,0.58,0.28,0.4,0.87,0.67,0.38,0.61,0.83,0.62,0.16,0.73,0.34,0.64,0.99,0.49,0.48,0.62,0,-0.7867196989836536,2.533386091986314
Brandi White,Data Scientist,0.5,0.82,0.84,0.58,0.99,0.62,0.24,0.58,0.68,0.18,0.83,0.63,0.99,0.88,0.78,0.72,0.86,0.34,0.61,0.98,0.52,0.24,0.06,0.48,0.72,0.66,0.46,0.72,0.66,0.38,0.45,0.99,0.52,0.57,0.94,0.73,0.59,0.49,0,-1.1113640614953448,2.782773246596299
Meredith Schroeder,HR Executive,0.5,0.86,0.83,0.84,0.64,0.63,0.49,0.16,0.16,0.29,0.77,0.31,0.52,0.94,0.7,0.53,0.43,0.28,0.79,0.44,0.38,0.16,0.43,0.32,0.36,0.61,0.91,0.59,0.45,0.27,0.99,0.98,0.62,0.5,0.78,0.2,0.24,0.87,1,2.096754096814529,-2.6007063828843062
Natalie Johnson,Data Scientist,0.5,0.85,0.48,0.62,0.35,0.32,0.65,0.82,0.7,0.5,0.53,0.67,0.43,0.77,0.01,0.75,0.37,0.88,0.36,0.62,0.04,0.67,0.59,0.71,0.54,0.85,0.27,0.15,0.43,0.25,0.53,0.64,0.22,0.01,0.76,0.46,0.72,0.74,2,5.66379332701787,4.679157458875342
Eric Davis,Data Scientist,1.0,0.9,0.82,0.92,0.18,0.56,0.59,0.02,0.43,0.01,0.61,0.64,0.41,0.52,0.57,0.99,0.18,0.24,0.99,0.78,0.43,0.16,0.76,0.64,0.9,0.18,0.74,0.63,0.5,0.67,0.98,0.54,0.81,0.4,0.85,0.62,0.13,0.84,1,3.1863654075489385,-3.652812916920278
Robert Jones,Data Scientist,0.0,0.76,0.87,0.43,0.42,0.87,0.25,0.17,0.45,0.01,0.66,0.7,0.42,0.59,0.93,0.72,0.84,0.01,0.59,0.71,0.99,0.28,0.49,0.36,0.68,0.68,0.62,0.87,0.76,0.73,0.21,0.54,0.63,0.57,0.12,0.99,0.09,0.33,3,-3.6224520361832107,-1.5372133192179258
Adam Mcclain,Data Scientist,1.0,0.88,0.61,0.46,0.6,0.71,0.44,0.14,0.46,0.24,0.99,0.53,0.74,0.77,0.65,0.55,0.8,0.22,0.48,0.59,0.99,0.25,0.42,0.18,0.33,0.91,0.4,0.69,0.86,0.87,0.27,0.71,0.65,0.96,0.2,0.81,0.38,0.43,3,-3.555394681571046,0.6681929902795726
Sarah Miles,HR Executive,0.5,0.89,0.75,0.63,0.2,0.23,0.59,0.46,0.27,0.04,0.63,0.3,0.52,0.71,0.8,0.6,0.22,0.23,0.85,0.39,0.41,0.28,0.6,0.31,0.74,0.41,0.67,0.71,0.5,0.47,0.68,0.88,0.93,0.35,0.59,0.4,0.45,0.76,1,2.9230158077033717,-2.3214650438239293
Kathleen Farmer,Software Engineer,0.5,0.87,0.99,0.51,0.96,0.64,0.33,0.5,0.75,0.43,0.68,0.82,0.84,0.81,0.76,0.63,0.83,0.34,0.53,0.79,0.58,0.58,0.34,0.12,0.99,0.79,0.69,0.58,0.78,0.73,0.58,0.99,0.48,0.6,0.66,0.75,0.54,0.37,0,-1.3256676809211208,3.1401010183291285
Dr. William Wagner,Data Scientist,1.0,0.96,0.61,0.68,0.49,0.97,0.4,0.09,0.15,0.1,0.65,0.71,0.54,0.63,0.59,0.21,0.34,0.39,0.6,0.86,0.68,0.25,0.33,0.22,0.22,0.99,0.81,0.69,0.93,0.78,0.15,0.92,0.3,0.81,0.36,0.99,0.33,0.05,3,-4.159531022776787,-0.10559425081110542
William Evans,Software Engineer,1.0,0.94,0.67,0.48,0.53,0.28,0.54,0.6,0.64,0.73,0.7,0.68,0.45,0.47,0.07,0.83,0.56,0.58,0.41,0.5,0.44,0.68,0.4,0.25,0.77,0.76,0.44,0.35,0.4,0.3,0.48,0.67,0.48,0.25,0.7,0.5,0.9,0.42,2,3.946737548401191,4.18293789663075
Ryan Morris,Software Engineer,0.5,0.84,0.44,0.53,0.74,0.65,0.15,0.01,0.44,0.1,0.65,0.89,0.44,0.55,0.64,0.24,0.61,0.18,0.54,0.74,0.72,0.3,0.37,0.23,0.33,0.76,0.57,0.78,0.99,0.86,0.2,0.52,0.42,0.63,0.49,0.52,0.27,0.17,3,-3.81403083117069,0.18952425333978629
Ashley Patterson,Data Scientist,0.5,0.89,0.61,0.35,0.8,0.97,0.1,0.26,0.17,0.16,0.46,0.48,0.49,0.58,0.74,0.22,0.69,0.29,0.59,0.73,0.75,0.43,0.12,0.37,0.63,0.82,0.57,0.67,0.99,0.64,0.15,0.59,0.74,0.91,0.2,0.8,0.11,0.19,3,-4.286058935987763,-0.22128476368255434
Christopher Martinez,Financial Analyst,1.0,0.93,0.78,0.9,0.55,0.99,0.18,0.28,0.51,0.13,0.6,0.87,0.38,0.77,0.82,0.31,0.66,0.04,0.52,0.66,0.69,0.24,0.37,0.27,0.55,0.63,0.75,0.77,0.99,0.99,0.23,0.59,0.51,0.94,0.55,0.75,0.26,0.28,3,-3.8388817101383483,-1.0072970883204653
Jason Rogers,Marketing Manager,0.0,0.82,0.99,0.74,0.62,0.52,0.4,0.48,0.32,0.17,0.84,0.78,0.52,0.78,0.77,0.78,0.75,0.44,0.58,0.56,0.49,0.55,0.46,0.36,0.76,0.81,0.42,0.58,0.95,0.46,0.64,0.8,0.55,0.44,0.84,0.59,0.19,0.43,0,0.01072901598449588,1.014313318597197
Derek Bryant,Software Engineer,0.0,0.71,0.58,0.9,0.57,0.46,0.26,0.34,0.15,0.28,0.49,0.73,0.66,0.42,0.83,0.58,0.82,0.14,0.83,0.8,0.57,0.38,0.21,0.33,0.6,0.67,0.35,0.98,0.99,0.84,0.43,0.59,0.56,0.83,0.3,0.9,0.02,0.26,3,-3.2630391627641466,-0.6568778305354089
Victoria Ryan,Software Engineer,0.5,0.89,0.99,0.79,0.76,0.46,0.34,0.41,0.77,0.33,0.74,0.98,0.86,0.92,0.66,0.7,0.7,0.07,0.99,0.99,0.49,0.23,0.3,0.26,0.75,0.78,0.58,0.82,0.79,0.44,0.6,0.99,0.82,0.48,0.79,0.39,0.48,0.32,0,-0.6639541320386966,1.1740961019363019
Lisa Rodriguez,Software Engineer,1.0,0.95,0.58,0.53,0.59,0.99,0.32,0.01,0.38,0.12,0.65,0.87,0.73,0.47,0.8,0.32,0.84,0.22,0.6,0.66,0.83,0.51,0.66,0.36,0.44,0.51,0.49,0.73,0.74,0.76,0.54,0.65,0.57,0.75,0.53,0.82,0.12,0.06,3,-3.385427880990767,-0.2312405308340144
Phyllis Weaver,HR Executive,0.5,0.81,0.93,0.44,0.42,0.97,0.15,0.15,0.18,0.11,0.89,0.87,0.68,0.39,0.63,0.01,0.63,0.39,0.68,0.67,0.85,0.15,0.33,0.41,0.21,0.79,0.74,0.69,0.96,0.99,0.28,0.71,0.44,0.88,0.42,0.88,0.05,0.33,3,-4.587197108396788,-0.9534358694535837
Jennifer Garcia,Software Engineer,1.0,0.97,0.67,0.99,0.35,0.63,0.44,0.47,0.29,0.13,0.86,0.57,0.36,0.61,0.58,0.94,0.53,0.2,0.84,0.46,0.27,0.33,0.41,0.35,0.74,0.52,0.7,0.66,0.44,0.37,0.86,0.71,0.61,0.22,0.72,0.51,0.27,0.87,1,2.884315720740046,-2.087594183129034
Jeffrey Gonzalez,HR Executive,0.5,0.72,0.39,0.71,0.58,0.33,0.79,0.65,0.84,0.56,0.63,0.66,0.37,0.38,0.6,0.93,0.34,0.84,0.46,0.65,0.22,0.78,0.67,0.43,0.98,0.22,0.64,0.29,0.31,0.02,0.53,0.39,0.36,0.23,0.99,0.33,0.85,0.34,2,6.154131260124526,3.780176422313253
Michael Vazquez,Software Engineer,0.5,0.89,0.99,0.75,0.32,0.11,0.36,0.36,0.37,0.24,0.76,0.01,0.54,0.77,0.8,0.76,0.43,0.57,0.5,0.42,0.34,0.34,0.12,0.6,0.76,0.35,0.78,0.84,0.17,0.47,0.99,0.69,0.46,0.26,0.69,0.29,0.28,0.99,1,4.0710991097069265,-1.8043099745062856
James Orr PhD,Data Scientist,1.0,0.93,0.53,0.51,0.67,0.92,0.25,0.25,0.57,0.1,0.69,0.67,0.42,0.51,0.73,0.45,0.99,0.14,0.54,0.69,0.91,0.29,0.49,0.01,0.09,0.68,0.76,0.52,0.4,0.94,0.34,0.49,0.4,0.7,0.37,0.76,0.27,0.01,3,-3.889215098439288,0.12271687178997544
Gary Williams,Software Engineer,1.0,0.94,0.51,0.61,0.68,0.91,0.38,0.22,0.25,0.15,0.6,0.5,0.71,0.74,0.99,0.74,0.57,0.2,0.98,0.69,0.89,0.02,0.32,0.59,0.64,0.66,0.54,0.58,0.72,0.56,0.29,0.88,0.6,0.99,0.51,0.77,0.09,0.19,3,-2.641362698507659,-0.8823980049212115
Heather Jackson,Marketing Manager,0.0,0.81,0.77,0.99,0.37,0.49,0.56,0.38,0.38,0.09,0.79,0.56,0.37,0.91,0.59,0.57,0.6,0.36,0.96,0.46,0.44,0.42,0.49,0.1,0.63,0.44,0.73,0.57,0.25,0.29,0.55,0.68,0.51,0.21,0.74,0.45,0.61,0.62,1,2.81500532492963,-1.3173470453795177
Jeffery Moore,Software Engineer,0.5,0.86,0.67,0.33,0.71,0.53,0.64,0.71,0.77,0.55,0.53,0.75,0.58,0.68,0.33,0.75,0.27,0.63,0.62,0.78,0.19,0.65,0.39,0.45,0.99,0.34,0.31,0.16,0.39,0.29,0.43,0.42,0.68,0.25,0.87,0.32,0.99,0.34,2,4.7729216609034,4.664200793805862
Jacob Richardson,Software Engineer,0.5,0.8,0.62,0.6,0.7,0.83,0.43,0.04,0.19,0.31,0.56,0.89,0.8,0.54,0.9,0.23,0.86,0.28,0.67,0.6,0.6,0.33,0.01,0.25,0.59,0.78,0.89,0.9,0.75,0.85,0.29,0.41,0.41,0.77,0.04,0.86,0.16,0.05,3,-4.5216763333677,-0.3784914574254517
John Howard MD,Software Engineer,1.0,0.97,0.51,0.7,0.8,0.94,0.19,0.24,0.46,0.22,0.93,0.9,0.81,0.23,0.81,0.35,0.73,0.13,0.66,0.43,0.91,0.13,0.22,0.37,0.46,0.91,0.45,0.74,0.98,0.9,0.36,0.82,0.49,0.76,0.44,0.83,0.37,0.36,3,-4.241101946605604,0.699241063449665
Natasha Turner,Software Engineer,0.5,0.82,0.9,0.62,0.98,0.35,0.21,0.31,0.76,0.44,0.92,0.86,0.72,0.85,0.73,0.78,0.63,0.29,0.78,0.98,0.45,0.39,0.09,0.01,0.73,0.84,0.54,0.31,0.65,0.27,0.61,0.69,0.54,0.79,0.61,0.53,0.45,0.27,0,-0.7960668623525962,3.0129255919458178
Benjamin Keith,Software Engineer,0.0,0.76,0.75,0.69,0.68,0.99,0.13,0.19,0.45,0.23,0.58,0.52,0.6,0.36,0.77,0.58,0.84,0.01,0.63,0.65,0.66,0.3,0.23,0.23,0.47,0.66,0.61,0.66,0.77,0.99,0.46,0.39,0.66,0.99,0.58,0.93,0.04,0.39,3,-3.570729875157712,-1.0219823111244057
Jason Cox,Software Engineer,0.0,0.76,0.88,0.91,0.32,0.56,0.45,0.54,0.54,0.33,0.88,0.48,0.43,0.81,0.39,0.86,0.27,0.44,0.72,0.58,0.44,0.11,0.51,0.31,0.93,0.3,0.81,0.51,0.36,0.38,0.98,0.95,0.48,0.51,0.42,0.22,0.16,0.65,1,3.7000174057641333,-1.513984957021896
Abigail Wilson,Software Engineer,0.5,0.89,0.8,0.82,0.37,0.46,0.44,0.24,0.34,0.32,0.77,0.46,0.36,0.61,0.51,0.66,0.65,0.35,0.68,0.58,0.65,0.16,0.75,0.46,0.96,0.52,0.9,0.63,0.63,0.49,0.99,0.88,0.44,0.47,0.72,0.42,0.32,0.86,1,2.498042454680645,-2.156402544710631
Joshua Gonzales,Software Engineer,0.0,0.72,0.59,0.99,0.03,0.41,0.46,0.44,0.33,0.24,0.81,0.37,0.71,0.83,0.73,0.56,0.44,0.35,0.7,0.55,0.37,0.45,0.29,0.66,0.67,0.33,0.87,0.56,0.58,0.27,0.99,0.7,0.51,0.31,0.87,0.31,0.19,0.82,1,3.6389958767371646,-1.9314527483285895
Eduardo Pratt,Software Engineer,0.5,0.83,0.6,0.67,0.52,0.81,0.2,0.17,0.41,0.17,0.83,0.75,0.82,0.53,0.68,0.48,0.95,0.04,0.57,0.61,0.87,0.25,0.5,0.28,0.66,0.7,0.74,0.78,0.99,0.63,0.13,0.92,0.44,0.75,0.22,0.99,0.01,0.3,3,-3.9900984788108484,-0.679321778282633
Bryan Cooper,HR Executive,0.5,0.84,0.77,0.42,0.61,0.25,0.77,0.37,0.75,0.63,0.58,0.91,0.47,0.62,0.45,0.99,0.25,0.69,0.66,0.51,0.02,0.67,0.56,0.68,0.65,0.01,0.48,0.17,0.05,0.01,0.72,0.57,0.42,0.46,0.95,0.54,0.59,0.49,2,6.206412001176347,3.3793950257588175
Kevin Murphy,Software Engineer,0.0,0.74,0.79,0.82,0.36,0.48,0.73,0.43,0.19,0.27,0.63,0.36,0.36,0.99,0.5,0.8,0.4,0.23,0.88,0.56,0.53,0.01,0.26,0.54,0.66,0.33,0.56,0.76,0.59,0.56,0.99,0.93,0.42,0.23,0.88,0.57,0.2,0.74,1,2.71527448384905,-2.1478759496364974
Joanne Schmidt,Software Engineer,0.5,0.86,0.38,0.58,0.69,0.89,0.39,0.28,0.27,0.12,0.73,0.94,0.57,0.53,0.65,0.18,0.85,0.34,0.69,0.68,0.99,0.18,0.44,0.29,0.36,0.84,0.66,0.8,0.86,0.84,0.66,0.83,0.66,0.87,0.5,0.93,0.2,0.25,3,-4.075629996559304,-0.6067066353019718
Benjamin Ritter,Software Engineer,0.0,0.8,0.63,0.85,0.31,0.8,0.39,0.59,0.41,0.11,0.77,0.38,0.34,0.75,0.6,0.78,0.48,0.3,0.97,0.41,0.01,0.37,0.37,0.46,0.99,0.6,0.73,0.53,0.54,0.39,0.91,0.6,0.64,0.23,0.93,0.31,0.4,0.66,1,3.8492772105214144,-1.5886966606442243
Yolanda Johnson,Software Engineer,0.5,0.83,0.7,0.71,0.55,0.89,0.07,0.16,0.45,0.27,0.65,0.6,0.65,0.6,0.45,0.52,0.75,0.43,0.44,0.22,0.89,0.29,0.05,0.15,0.86,0.7,0.71,0.65,0.54,0.82,0.26,0.59,0.53,0.89,0.33,0.66,0.27,0.01,3,-2.458790940278645,-0.0556351274244169
Jennifer Edwards,Software Engineer,0.0,0.76,0.64,0.54,0.29,0.56,0.27,0.23,0.59,0.21,0.85,0.26,0.49,0.65,0.5,0.87,0.24,0.45,0.8,0.56,0.4,0.48,0.31,0.57,0.8,0.1,0.85,0.62,0.19,0.5,0.99,0.89,0.54,0.37,0.76,0.62,0.18,0.78,1,3.7445722565932043,-1.7052292039195445
Michelle Johnson,HR Executive,0.5,0.85,0.8,0.55,0.58,0.86,0.35,0.18,0.47,0.23,0.32,0.67,0.47,0.67,0.41,0.78,0.83,0.27,0.78,0.99,0.98,0.39,0.32,0.28,0.38,0.63,0.5,0.55,0.84,0.6,0.33,0.64,0.57,0.77,0.81,0.99,0.01,0.33,3,-2.529752641048676,0.16657889350443617
Gregory Knox,Marketing Manager,0.0,0.79,0.73,0.4,0.65,0.81,0.34,0.29,0.19,0.09,0.72,0.63,0.73,0.69,0.83,0.46,0.68,0.16,0.54,0.77,0.88,0.19,0.41,0.27,0.35,0.79,0.45,0.5,0.85,0.75,0.26,0.5,0.73,0.75,0.29,0.91,0.01,0.08,3,-4.0470833863709395,-0.09500815586190091
Ann White,Software Engineer,1.0,0.92,0.7,0.79,0.63,0.68,0.29,0.08,0.22,0.35,0.77,0.77,0.36,0.63,0.96,0.34,0.95,0.44,0.85,0.75,0.94,0.46,0.37,0.22,0.38,0.79,0.41,0.73,0.99,0.52,0.53,0.82,0.48,0.93,0.35,0.99,0.35,0.09,3,-3.815181621871777,0.051395585880649304
Kathleen Dawson,Software Engineer,0.5,0.88,0.99,0.99,0.11,0.62,0.55,0.29,0.42,0.18,0.98,0.45,0.36,0.8,0.76,0.73,0.52,0.39,0.68,0.48,0.53,0.33,0.57,0.34,0.75,0.42,0.78,0.59,0.61,0.35,0.74,0.28,0.52,0.55,0.44,0.26,0.37,0.51,1,2.3556579550792383,-2.143848263948648
Joshua Carter,Software Engineer,1.0,0.98,0.91,0.37,0.67,0.68,0.39,0.43,0.68,0.55,0.82,0.71,0.88,0.99,0.44,0.75,0.63,0.44,0.6,0.84,0.66,0.87,0.37,0.12,0.64,0.68,0.23,0.55,0.81,0.41,0.56,0.92,0.24,0.63,0.99,0.81,0.4,0.36,0,-0.22532882049376757,4.334488867041397
Travis French,Software Engineer,0.5,0.88,0.72,0.67,0.71,0.92,0.35,0.19,0.23,0.18,0.41,0.72,0.18,0.35,0.53,0.56,0.75,0.06,0.67,0.85,0.93,0.22,0.33,0.44,0.38,0.75,0.56,0.51,0.99,0.99,0.17,0.79,0.42,0.87,0.58,0.77,0.2,0.03,3,-3.958033610088288,-0.0988481778219924
Charles Carroll,Software Engineer,1.0,0.97,0.77,0.62,0.81,0.9,0.3,0.16,0.12,0.01,0.76,0.75,0.53,0.54,0.75,0.56,0.7,0.05,0.71,0.67,0.85,0.49,0.3,0.34,0.27,0.72,0.69,0.52,0.88,0.87,0.31,0.81,0.6,0.99,0.2,0.87,0.21,0.14,3,-4.267877518389273,-0.5211336293946933
John Estes,Software Engineer,1.0,0.92,0.61,0.59,0.77,0.86,0.14,0.2,0.48,0.18,0.74,0.71,0.62,0.42,0.73,0.38,0.56,0.13,0.65,0.72,0.97,0.16,0.31,0.2,0.56,0.93,0.67,0.91,0.85,0.97,0.31,0.5,0.59,0.7,0.7,0.8,0.3,0.3,3,-3.8715961123578513,-0.34952400644191595
